328,154,30,0
329,155,32,0
330,155,33,0
331,156,34,0
332,156,35,0
333,157,32,0
334,157,33,0
335,158,36,0
336,158,37,0
337,159,38,0
338,159,39,0
339,160,36,0
340,160,37,0
341,161,12,0
342,161,13,0
343,161,14,0
344,162,16,0
345,162,17,0
346,162,18,0
347,163,19,0
348,163,20,0
349,163,21,0
350,164,23,0
351,164,12,0
352,164,13,0
353,165,10,0
354,165,68,0
355,166,8,0
356,166,9,0
357,167,10,0
358,167,68,0
359,168,27,0
360,168,24,0
361,169,25,0
362,169,27,0
363,170,24,0
364,170,25,0
365,171,31,0
366,171,28,0
367,172,30,0
368,172,31,0
369,173,28,0
370,173,30,0
371,174,35,0
372,174,33,0
373,175,34,0
374,175,35,0
375,176,33,0
376,176,34,0
377,177,38,0
378,177,39,0
379,178,36,0
380,178,37,0
381,179,38,0
382,179,39,0
383,180,14,0
384,180,15,0
385,180,17,0
386,181,18,0
387,181,19,0
388,181,20,0
389,182,21,0
390,182,22,0
391,182,12,0
392,183,13,0
393,183,14,0
394,183,15,0
395,184,9,0
396,184,10,0
397,185,11,0
398,185,68,0
399,186,8,0
400,186,9,0
401,187,26,0
402,187,24,0
403,188,25,0
404,188,26,0
405,189,24,0
406,189,25,0
407,190,31,0
408,190,28,0
409,191,29,0
410,191,31,0
411,192,28,0
412,192,29,0
413,193,35,0
414,193,32,0
415,194,34,0
416,194,35,0
417,195,32,0
418,195,34,0
419,196,39,0
420,196,37,0
421,197,38,0
422,197,39,0
423,198,37,0
424,198,38,0
425,199,16,0
426,199,18,0
427,200,19,0
428,200,20,0
429,201,21,0
430,201,22,0
431,202,10,0
432,202,11,0
433,203,68,0
434,203,8,0
435,204,26,0
436,204,27,0
437,205,24,0
438,205,25,0
439,206,30,0
440,206,28,0
441,207,29,0
442,207,30,0
443,208,35,0
444,208,32,0
445,209,33,0
446,209,35,0
447,210,39,0
448,210,36,0
449,211,38,0
450,211,39,0
451,212,23,0
452,212,12,0
453,213,13,0
454,213,14,0
455,214,15,0
456,214,16,0
457,215,10,0
458,215,11,0
459,216,8,0
460,216,9,0
461,217,26,0
462,217,27,0
463,218,24,0
464,218,25,0
465,219,30,0
466,219,31,0
467,220,28,0
468,220,29,0
469,221,32,0
470,221,33,0
471,222,34,0
472,222,32,0
473,223,36,0
474,223,37,0
475,224,39,0
476,224,36,0
